Electricity_Usage_kWh,Gas_Usage_kWh,Car_Usage_km,Flight_Trips_per_year,Diet_Type,Waste_Produced_kg,Recycling_Rate,Cycling_Habit,Public_Transport_Habit,Carbon_Footprint_kgCO2
504,235,84,6,meat,4.57,0,0,1,1761.0
345,119,463,4,pescatarian,9.45,1,1,1,2338.2
841,199,133,3,meat,5.59,1,1,1,1692.2
760,295,322,0,vegetarian,5.21,0,0,1,1634.0
749,587,296,5,pescatarian,7.05,0,0,0,2443.1
1000,148,170,9,meat,3.35,0,0,1,2436.9
164,327,212,5,meat,3.92,0,1,1,1756.1
1136,504,460,6,meat,9.39,0,1,1,3288.7
312,153,17,0,vegan,7.11,0,0,1,599.9
341,282,313,3,meat,8.44,1,0,1,2109.6
592,443,59,8,pescatarian,3.44,0,0,0,1848.4
1336,550,87,9,pescatarian,5.89,0,0,0,2545.0
437,300,26,5,pescatarian,9.74,0,1,0,1610.5
272,570,67,1,meat,3.87,1,1,1,1068.0
771,128,277,3,meat,2.44,0,1,1,1888.4
263,101,407,5,vegan,5.6,1,0,0,2009.3
564,275,39,3,vegetarian,4.49,1,0,0,1136.5
1094,100,108,9,vegan,2.44,1,1,1,1769.0
596,235,73,6,pescatarian,9.0,0,0,1,1801.0
799,83,65,2,pescatarian,9.92,1,1,0,1482.9
494,180,167,5,pescatarian,6.12,0,0,1,1724.5
802,492,261,3,vegan,7.97,0,0,1,1899.6
407,481,367,2,pescatarian,8.73,0,0,0,2201.8
282,546,273,2,pescatarian,7.31,0,1,1,1702.8
728,452,336,1,pescatarian,1.4,1,0,1,1659.6
609,372,357,2,meat,2.42,0,0,1,2029.6
645,259,236,9,vegetarian,1.64,1,1,0,2072.2
723,378,214,0,meat,1.09,1,0,1,1414.4
693,421,365,2,meat,3.75,0,0,1,2172.8
843,509,285,8,vegetarian,4.53,0,1,0,2463.2
1350,182,377,3,vegetarian,3.17,1,0,1,2180.6
653,170,148,2,vegan,1.58,1,1,1,926.5
120,501,317,7,vegetarian,5.77,0,0,1,2091.3
653,178,393,0,vegan,3.46,0,0,0,1635.4
496,140,375,4,vegan,8.16,0,1,0,2085.5
724,78,106,0,meat,1.07,1,0,1,1053.9
204,573,140,6,pescatarian,8.58,0,1,0,1902.9
291,382,75,4,meat,9.59,0,0,0,1827.1
116,346,8,1,meat,7.45,0,1,0,1104.3
1243,179,195,0,vegetarian,7.6,0,0,0,1742.7
492,342,294,6,vegetarian,9.4,1,0,0,2303.6
524,222,279,0,vegan,2.88,1,0,0,1220.1
228,73,380,2,vegan,9.95,0,0,0,1883.4
1253,148,117,5,vegan,7.96,1,0,0,1911.4
671,455,289,5,vegetarian,7.54,0,1,0,2221.5
128,405,486,6,vegan,4.25,1,0,1,2163.0
1220,188,60,0,vegan,5.91,1,1,0,1111.9
1133,552,424,6,vegetarian,6.89,0,1,0,2886.6
341,223,388,1,pescatarian,6.58,0,0,1,1836.4
331,78,334,5,meat,7.34,0,0,1,2290.9
888,545,305,7,vegetarian,1.74,0,0,1,2257.0
1407,400,387,4,vegan,4.2,1,1,1,2301.0
814,348,50,9,meat,4.91,0,0,0,2281.9
858,241,51,2,vegetarian,3.35,0,0,0,1196.3
901,113,121,7,meat,2.55,0,0,0,2114.4
875,264,166,7,meat,2.25,0,0,1,2144.2
825,215,7,3,pescatarian,4.3,0,0,0,1309.5
299,592,368,7,vegan,5.44,0,0,0,2319.1
1044,281,44,4,vegetarian,1.57,1,1,1,1194.8
178,590,343,4,vegan,9.52,0,0,1,1999.5
1055,244,244,2,pescatarian,7.89,1,1,1,1905.2
955,555,283,6,pescatarian,7.58,0,1,1,2480.5
1296,383,374,8,vegetarian,2.56,1,0,1,2675.9
566,353,106,8,vegetarian,6.43,1,0,0,1925.4
680,486,26,0,pescatarian,5.77,1,1,1,939.3
1039,372,192,0,vegetarian,9.84,0,0,1,1703.1
548,551,417,9,meat,7.73,1,0,0,3218.3
186,442,336,4,meat,6.18,0,0,0,2274.6
200,198,356,0,pescatarian,8.66,1,0,0,1732.4
1131,454,61,3,vegan,2.4,0,1,1,1224.2
944,332,61,0,vegetarian,1.14,0,1,1,831.1
1323,411,421,1,vegetarian,7.21,1,1,0,2397.8
186,428,281,1,meat,1.88,0,0,0,1617.9
142,247,120,3,vegetarian,2.04,1,1,1,847.1
507,405,279,7,vegan,7.7,1,1,0,2157.5
763,589,38,1,vegetarian,3.43,0,1,0,1074.7
1140,478,379,8,vegetarian,6.66,1,0,0,2943.9
247,66,276,8,meat,9.26,0,0,0,2596.3
376,428,93,1,vegetarian,3.85,1,0,1,891.4
331,555,430,0,pescatarian,2.95,0,0,1,1754.5
465,125,114,9,pescatarian,1.96,0,0,1,1753.0
1351,280,175,9,vegan,2.17,0,1,0,2255.5
535,297,120,8,vegan,1.56,1,1,1,1434.6
498,351,12,1,vegan,1.79,0,0,1,573.8
1334,264,484,7,vegan,4.89,0,0,0,3000.7
598,207,386,2,meat,3.89,0,1,0,2170.6
639,118,415,0,vegetarian,7.36,0,1,1,1810.4
662,442,162,0,meat,8.83,0,0,0,1810.1
541,134,274,9,vegan,8.06,0,0,0,2398.7
1384,316,397,1,vegetarian,5.78,0,0,1,2268.3
872,118,175,6,pescatarian,1.92,0,1,1,1754.9
449,396,469,5,meat,7.39,0,1,1,2735.3
1475,472,336,1,vegetarian,4.27,1,0,0,2182.6
619,223,378,3,pescatarian,1.77,0,0,0,2009.9
1443,164,323,1,pescatarian,8.58,0,1,0,2357.2
237,269,172,0,vegan,4.04,0,1,0,881.2
1091,80,487,2,pescatarian,2.96,1,1,0,2335.0
467,572,274,3,pescatarian,8.84,0,0,0,2132.1
1343,392,63,9,vegan,9.12,0,0,1,2302.6
1460,426,100,4,vegetarian,4.05,1,0,1,1760.3
1346,179,321,4,vegetarian,4.19,1,0,0,2288.7
459,588,462,6,vegan,6.22,1,1,1,2371.9
1020,51,65,9,meat,7.6,0,1,1,2317.8
428,150,330,7,vegan,1.57,0,0,1,1862.5
1061,582,44,8,vegetarian,6.34,0,0,0,2132.1
562,107,86,6,meat,9.58,0,0,1,2007.1
1045,438,457,4,vegan,3.36,1,0,1,2314.4
1062,390,66,8,vegetarian,9.18,1,0,0,2222.0
935,69,452,7,vegetarian,9.55,0,0,0,2995.7
268,304,258,9,vegetarian,3.42,1,0,0,2091.2
316,366,421,8,pescatarian,7.79,0,0,1,2709.8
477,87,204,9,pescatarian,3.15,0,0,1,2032.1
218,586,425,7,meat,7.64,0,0,1,2829.3
289,435,466,5,meat,8.18,0,1,0,2799.0
866,75,423,3,meat,3.22,1,1,0,2374.0
469,503,177,8,pescatarian,7.44,1,1,0,2199.9
248,372,418,8,meat,8.31,0,1,1,2846.1
751,562,279,9,vegetarian,4.23,0,0,1,2453.1
869,62,343,9,vegetarian,2.51,1,1,1,2336.1
473,420,16,8,meat,1.83,1,1,0,1694.0
880,340,295,9,meat,6.18,0,1,0,2938.5
259,381,201,2,pescatarian,9.8,1,1,1,1536.3
450,310,449,2,vegetarian,8.41,1,1,1,2061.0
1411,254,171,5,vegan,4.92,1,0,1,1905.2
1411,436,406,5,vegan,5.83,0,1,0,2692.8
991,517,261,5,pescatarian,3.52,1,1,1,2079.1
1349,464,193,4,pescatarian,2.47,1,0,0,2069.7
622,118,148,4,pescatarian,5.34,1,1,1,1483.4
621,521,374,1,vegetarian,5.17,1,0,1,1810.3
882,153,375,6,meat,5.7,1,1,1,2609.4
372,210,34,3,meat,9.58,0,0,1,1513.0
1035,249,368,2,pescatarian,6.44,1,0,1,2184.2
282,265,28,7,vegetarian,6.45,1,0,1,1363.0
587,261,262,3,vegan,2.15,1,1,1,1334.3
945,557,220,3,pescatarian,9.97,1,1,1,2088.1
223,65,52,7,vegetarian,7.96,0,0,1,1459.0
1084,547,420,0,pescatarian,8.89,0,0,1,2400.6
889,381,278,8,vegetarian,4.73,0,0,0,2490.3
513,305,352,6,vegetarian,5.52,1,0,0,2254.0
1295,221,391,1,pescatarian,5.7,1,0,1,2226.3
1411,547,75,5,meat,2.75,0,0,1,2094.6
785,520,493,7,pescatarian,7.21,0,0,0,3141.5
212,433,175,4,meat,9.13,0,0,0,2029.9
987,556,9,5,meat,2.47,0,0,0,1806.3
221,576,462,9,vegan,1.78,0,0,1,2427.3
1345,374,116,7,vegetarian,7.64,0,1,1,2206.7
138,263,279,5,pescatarian,3.46,1,0,1,1668.4
596,257,217,8,vegetarian,6.61,1,1,1,2048.1
879,218,174,8,vegan,7.26,0,0,0,2202.9
1356,379,233,8,meat,3.9,1,1,0,2769.2
1042,329,436,5,pescatarian,8.34,1,0,0,2876.7
248,354,251,8,vegetarian,5.95,0,1,0,2105.2
1121,195,294,2,vegan,8.82,0,0,1,1995.0
760,565,450,4,meat,7.87,1,0,0,2918.0
401,139,321,1,meat,8.82,1,0,0,2035.7
1483,502,5,7,vegetarian,1.18,1,1,1,1663.6
337,109,20,3,meat,3.19,0,0,1,1110.7
746,360,72,5,vegan,1.81,1,0,1,1201.5
762,577,329,5,meat,4.98,0,0,0,2625.6
335,276,35,4,pescatarian,9.01,0,1,0,1438.3
302,523,386,0,pescatarian,5.21,1,1,1,1633.4
355,590,232,6,vegetarian,8.65,0,0,1,2067.0
697,128,215,9,vegan,3.94,0,0,1,2021.4
761,482,469,7,meat,4.06,0,1,1,2950.6
334,202,496,0,meat,9.06,1,1,0,2320.6
1468,450,205,9,meat,4.83,1,0,1,2873.0
633,328,425,6,pescatarian,8.11,1,0,0,2732.9
959,106,428,3,vegan,3.13,0,0,1,2037.8
869,235,43,5,meat,9.54,1,1,1,1889.5
640,447,90,8,vegetarian,6.17,0,1,0,1937.6
312,207,416,4,vegan,7.83,1,0,1,1999.6
562,408,315,7,vegan,1.81,0,1,1,1931.4
535,489,469,4,meat,5.43,1,1,1,2558.2
382,515,92,1,pescatarian,9.11,1,0,0,1381.0
187,495,466,3,vegan,8.89,0,0,0,2251.5
1167,537,338,1,vegetarian,1.42,0,0,1,1860.6
560,579,453,6,vegan,3.73,1,1,1,2272.7
377,122,492,6,pescatarian,4.99,1,1,0,2504.6
520,66,82,2,vegetarian,2.55,0,0,0,1012.3
1476,580,332,6,pescatarian,7.57,1,1,0,2920.5
795,375,281,0,meat,2.66,0,1,1,1695.5
614,595,469,0,vegan,4.12,0,1,1,1814.0
802,251,20,8,vegetarian,6.97,0,1,1,1724.8
118,393,227,5,pescatarian,5.34,0,0,1,1711.4
122,572,375,4,meat,7.65,0,1,0,2402.6
512,449,129,5,vegetarian,9.65,0,0,0,1895.7
1153,267,174,5,vegan,2.05,0,1,0,1744.1
207,494,107,0,vegan,7.39,0,0,1,888.7
1490,271,413,4,pescatarian,3.07,0,1,0,2662.3
1404,432,282,8,vegetarian,4.73,0,0,1,2673.1
1251,56,70,3,meat,1.3,0,0,0,1682.3
1352,321,403,2,meat,2.22,0,1,1,2440.8
1234,65,49,0,meat,3.88,0,1,1,1303.0
235,473,94,1,pescatarian,4.08,0,0,0,1098.4
461,573,278,2,meat,9.1,0,1,0,2202.4
1309,70,396,3,vegetarian,7.68,0,0,0,2549.5
228,277,336,6,pescatarian,9.75,1,0,0,2374.6
1384,337,131,5,vegan,6.39,1,0,0,1990.1
614,183,397,7,pescatarian,3.18,0,0,0,2513.4
548,332,275,8,pescatarian,3.95,1,1,1,2158.6
1227,453,379,5,pescatarian,3.88,1,1,0,2590.9
1347,115,12,6,vegetarian,3.94,1,1,1,1535.0
973,486,2,3,vegan,7.06,0,1,1,1240.3
572,308,473,1,vegan,5.78,0,1,1,1899.9
1133,152,473,8,pescatarian,4.47,0,0,0,3118.1
401,150,465,8,pescatarian,2.34,1,1,0,2525.0
330,247,223,3,pescatarian,1.2,1,1,0,1356.6
1022,275,461,2,vegetarian,2.97,0,1,0,2244.5
1189,512,174,9,vegetarian,1.97,1,0,0,2331.6
1036,286,386,5,meat,8.07,1,1,0,2872.3
211,75,384,2,vegan,2.01,0,1,1,1338.5
1136,170,89,0,meat,7.52,1,1,1,1517.5
599,555,407,3,meat,4.47,1,1,1,2307.0
1031,231,240,0,pescatarian,1.66,0,1,1,1417.8
697,592,34,1,vegetarian,8.31,1,0,1,1176.6
333,364,13,2,meat,6.22,0,1,0,1269.2
701,322,194,7,meat,3.12,0,1,0,2238.1
413,281,396,9,meat,9.05,0,1,1,2983.3
665,469,430,3,pescatarian,1.41,0,0,1,2118.7
1135,491,305,3,pescatarian,2.82,0,1,1,2068.3
308,545,333,9,vegetarian,7.77,0,1,0,2588.5
1137,73,212,8,meat,7.38,0,0,0,2789.4
1143,158,409,6,meat,3.6,1,1,0,2821.4
686,551,2,1,vegetarian,1.56,0,0,0,891.3
1114,74,178,2,vegetarian,8.72,1,1,0,1760.2
1193,236,39,3,vegetarian,3.82,1,0,0,1405.8
1334,337,451,3,vegan,2.76,0,0,0,2433.6
1224,387,163,9,vegetarian,5.64,1,0,1,2367.6
797,86,306,7,pescatarian,9.19,0,0,1,2548.8
231,186,234,9,vegan,1.39,0,1,0,1775.8
1255,557,256,9,vegetarian,7.89,0,0,1,2829.1
1143,276,359,5,pescatarian,6.15,0,0,0,2659.3
635,369,494,2,vegetarian,4.83,0,1,1,2154.7
1113,231,416,8,vegetarian,7.7,0,1,0,3000.8
326,135,390,9,vegan,9.69,1,0,0,2613.0
1277,516,372,7,pescatarian,3.06,1,0,1,2726.3
921,102,115,8,meat,2.29,1,1,0,2093.1
970,284,51,4,vegetarian,9.22,1,0,1,1608.7
504,482,375,2,vegan,7.02,1,1,0,1885.1
301,545,394,3,pescatarian,4.94,0,1,1,1996.0
137,149,410,4,vegetarian,6.16,1,0,0,1996.2
1041,452,141,8,meat,7.71,0,1,1,2544.1
287,445,85,8,pescatarian,7.96,0,1,0,1937.5
1180,576,463,2,pescatarian,9.28,0,0,1,2784.3
1040,464,45,6,vegan,4.84,0,1,1,1563.7
1143,512,331,5,vegetarian,3.64,0,1,1,2284.6
372,590,496,3,vegetarian,6.76,0,0,1,2341.0
1242,413,237,4,pescatarian,4.74,0,1,0,2224.4
682,179,9,9,vegetarian,6.35,1,1,1,1634.7
615,133,151,1,pescatarian,4.78,0,0,0,1363.9
1344,320,60,6,meat,2.38,0,1,0,2087.0
625,293,493,3,vegan,5.22,1,1,0,2193.9
435,437,17,1,vegetarian,7.22,1,1,0,952.1
797,263,85,5,vegetarian,8.19,0,1,0,1749.4
1178,215,136,1,vegan,5.44,1,0,0,1415.5
599,108,400,9,meat,2.49,0,1,0,2806.4
999,553,229,1,meat,4.73,0,0,0,2074.4
865,172,127,6,meat,8.08,0,1,1,2155.6
635,462,103,0,meat,4.72,0,0,1,1349.6
261,188,185,6,meat,7.27,1,1,0,2012.9
693,278,396,9,pescatarian,5.56,1,0,1,2747.9
258,323,177,4,vegetarian,3.17,1,0,1,1276.9
1311,488,356,0,vegetarian,8.17,0,1,0,2250.4
159,167,5,5,vegetarian,1.76,0,1,1,780.1
1014,532,340,6,pescatarian,5.72,1,0,1,2552.6
1442,444,306,0,vegan,2.88,1,0,1,1713.2
310,509,35,8,meat,1.6,0,0,0,1775.2
505,127,326,6,vegan,5.53,1,0,0,2032.1
763,461,355,0,meat,5.5,1,0,1,2032.3
1232,124,280,2,meat,7.36,0,0,0,2421.2
1199,344,394,4,vegan,7.7,1,1,0,2472.7
641,70,299,3,vegetarian,7.55,0,1,1,1816.5
1437,220,13,1,pescatarian,4.69,1,0,1,1301.5
1097,64,236,0,vegan,6.69,1,0,1,1442.2
1240,260,284,3,vegetarian,6.19,0,1,1,2067.5
1026,135,329,6,meat,4.79,0,0,0,2715.5
967,198,49,3,vegetarian,6.37,0,0,0,1483.9
118,421,495,8,meat,9.53,0,1,0,3149.3
531,529,260,7,meat,2.74,0,1,0,2361.2
839,200,455,7,vegetarian,9.15,0,0,0,2974.5
1473,190,109,4,meat,1.48,1,1,0,1940.0
282,118,196,0,pescatarian,3.78,1,0,0,1105.4
212,309,377,8,vegetarian,3.59,0,1,0,2270.7
1306,570,251,1,vegan,6.64,0,0,0,1983.5
580,420,87,5,meat,2.18,0,0,1,1642.5
1269,468,487,9,meat,8.94,1,0,0,3789.4
930,150,312,4,pescatarian,8.46,1,0,0,2363.0
1236,292,25,9,pescatarian,6.87,1,1,0,2211.6
862,561,261,7,vegan,5.13,1,1,1,2108.3
575,144,143,2,meat,9.4,0,1,1,1708.2
862,275,59,5,vegan,8.48,1,0,0,1635.0
1426,567,355,5,vegan,5.49,1,1,0,2545.1
1070,263,267,9,meat,7.32,1,0,1,2897.4
1119,116,74,2,vegan,6.1,0,0,0,1384.3
1241,445,2,6,vegan,6.29,1,1,1,1573.5
260,61,62,3,pescatarian,3.98,0,1,0,1052.3
500,286,235,4,pescatarian,5.16,1,0,1,1731.3
297,448,447,8,vegan,1.7,1,0,1,2235.4
1383,456,445,5,meat,4.22,1,1,0,3051.8
759,529,228,9,pescatarian,7.26,0,1,1,2521.2
1170,271,389,3,vegan,9.58,1,1,1,2317.8
498,205,274,7,vegetarian,9.67,1,1,1,2179.0
177,477,17,8,vegetarian,6.0,0,1,0,1524.1
223,207,79,9,vegan,6.46,1,0,0,1644.1
174,465,214,4,vegetarian,2.67,1,0,1,1345.0
236,375,170,1,pescatarian,7.26,1,0,1,1268.5
701,420,484,5,meat,1.64,1,1,0,2668.5
936,393,328,7,vegan,3.56,1,0,0,2333.9
599,311,254,4,pescatarian,7.02,0,1,0,2028.8
237,332,386,0,meat,3.79,1,1,1,1672.6
149,278,125,7,vegetarian,1.45,1,1,0,1342.9
1072,329,254,8,vegetarian,8.49,0,0,0,2694.2
353,339,71,0,vegetarian,3.79,0,0,0,845.2
809,96,37,7,vegetarian,1.57,1,0,0,1454.3
662,263,323,9,pescatarian,1.67,1,0,1,2350.9
856,73,203,1,pescatarian,3.27,1,1,1,1320.9
646,370,171,3,meat,2.6,0,1,0,1741.5
1425,323,222,1,vegan,7.97,1,0,1,1812.9
1021,362,216,1,meat,3.9,0,0,0,1954.1
680,412,244,9,vegan,8.24,0,1,1,2335.6
1472,429,335,2,vegetarian,2.56,0,0,0,2230.2
148,519,190,7,vegetarian,5.44,1,0,0,1826.7
1016,165,297,3,vegetarian,7.19,1,1,1,1959.5
1197,91,319,6,vegetarian,6.87,1,0,0,2516.8
803,428,181,9,pescatarian,6.41,0,0,0,2502.9
360,255,333,2,meat,9.32,1,0,1,2105.0
455,515,382,9,vegan,3.06,1,1,0,2390.0
1383,329,204,2,vegan,5.44,0,0,1,1772.2
737,167,360,1,pescatarian,8.96,0,0,0,2166.6
842,286,198,5,vegetarian,1.7,0,1,0,1736.8
1418,358,331,5,meat,1.5,0,1,1,2568.9
1109,505,164,0,vegetarian,3.1,0,1,1,1321.0
1030,524,241,6,pescatarian,6.7,1,1,0,2409.7
740,149,387,3,vegan,3.34,0,1,0,1899.2
891,310,129,2,pescatarian,2.71,1,1,1,1296.5
1436,354,226,7,vegan,5.13,0,1,1,2295.7
711,403,121,1,meat,6.52,1,0,0,1654.9
908,335,43,8,vegan,3.24,1,1,0,1624.0
1305,377,450,7,meat,3.71,0,1,0,3226.1
785,152,195,7,vegetarian,6.52,0,1,1,2001.6
1487,112,357,2,vegetarian,9.51,1,0,0,2495.1
287,331,203,3,pescatarian,7.07,0,0,1,1603.8
1084,490,466,1,meat,8.05,0,1,0,2806.5
647,342,457,1,vegetarian,4.3,0,1,1,1933.6
824,56,317,3,meat,3.45,0,1,0,2143.8
1025,141,256,5,vegetarian,5.09,0,0,1,2049.3
975,239,16,4,vegetarian,8.26,0,1,1,1462.2
717,525,271,0,vegan,5.11,0,0,0,1549.0
513,560,8,9,pescatarian,8.62,0,0,1,1975.5
1465,511,248,0,vegan,9.9,1,1,1,1900.8
1343,102,436,5,meat,1.65,1,0,1,2724.6
1002,535,200,2,vegetarian,1.41,0,1,0,1582.0
262,539,58,2,pescatarian,2.35,0,0,0,1055.2
1343,413,374,6,vegetarian,4.46,1,0,0,2703.4
369,161,392,0,vegetarian,2.18,0,0,0,1521.8
731,458,139,0,vegan,8.84,0,1,1,1242.4
1005,56,118,9,meat,1.21,0,0,1,2174.8
1305,246,40,2,pescatarian,3.84,0,0,0,1518.3
304,416,398,7,pescatarian,2.66,1,1,1,2204.8
681,299,321,0,pescatarian,9.38,0,0,1,1901.7
940,289,330,9,meat,7.03,1,0,0,3083.2
1351,429,266,3,pescatarian,9.21,0,1,0,2479.7
695,520,7,8,meat,9.75,1,1,1,2108.5
349,504,182,3,pescatarian,5.47,1,1,0,1554.2
974,415,479,9,vegetarian,3.11,1,0,1,2914.5
295,339,133,7,meat,2.74,0,0,1,1818.7
789,452,180,6,vegan,3.01,0,0,0,1830.6
1193,107,403,2,pescatarian,7.38,0,0,0,2505.1
738,570,422,6,vegan,1.36,1,0,1,2213.0
771,353,354,6,meat,1.46,0,1,0,2499.4
1326,164,71,9,vegetarian,6.47,0,0,1,2213.2
1271,259,497,2,vegan,6.78,1,1,1,2394.7
1043,90,112,1,vegan,6.99,0,0,0,1378.0
298,222,106,8,vegetarian,4.35,1,0,0,1648.1
591,283,289,0,vegetarian,8.25,0,1,0,1665.4
995,452,312,6,meat,5.8,1,0,0,2753.1
241,88,116,3,pescatarian,1.95,1,0,1,984.4
1436,168,119,1,vegan,8.17,1,1,0,1574.4
264,384,146,1,vegan,9.58,1,1,0,1191.2
413,385,326,7,meat,1.54,1,0,0,2364.0
120,588,414,6,pescatarian,4.52,1,1,1,2197.4
1205,123,209,6,meat,5.39,1,0,0,2481.4
1254,240,295,4,vegan,2.32,0,1,0,2002.5
1083,373,397,9,vegan,8.81,1,0,0,3036.4
404,196,102,7,vegetarian,3.56,0,1,0,1543.8
470,333,123,1,vegetarian,8.05,0,1,0,1294.9
952,262,244,1,pescatarian,7.04,0,0,1,1816.6
483,443,378,4,vegan,6.38,1,1,1,1938.4
544,388,355,0,vegan,2.73,0,1,1,1362.4
524,71,208,5,vegetarian,2.99,1,1,0,1552.8
260,154,420,3,meat,1.43,0,0,0,2097.7
1301,515,427,5,meat,3.17,1,1,1,2831.0
728,508,392,6,vegan,4.11,1,1,0,2301.9
994,481,313,2,vegan,8.5,0,1,1,1998.8
589,270,403,7,pescatarian,4.3,1,0,0,2548.0
1116,428,108,6,pescatarian,7.79,0,0,1,2145.9
426,271,376,0,vegetarian,4.95,1,1,1,1481.8
697,307,347,5,vegan,8.06,1,0,0,2261.1
1114,416,49,6,meat,9.79,0,1,0,2343.8
388,398,403,3,pescatarian,3.16,1,0,0,2028.9
692,274,104,1,vegetarian,8.76,0,1,0,1376.2
672,285,419,9,vegetarian,6.6,0,0,0,2899.0
1477,232,372,8,meat,8.36,0,1,1,3306.1
127,493,26,6,pescatarian,6.86,1,1,0,1419.4
1053,55,455,0,meat,4.82,0,0,1,2321.5
142,285,287,7,vegetarian,3.05,0,1,0,1876.5
522,176,256,2,vegan,1.63,0,1,1,1185.3
276,153,272,3,meat,5.82,0,1,1,1804.9
628,529,136,4,vegetarian,9.91,1,0,1,1758.2
1065,204,339,0,vegan,7.64,1,1,0,1823.2
297,306,300,5,vegan,3.95,0,1,1,1637.8
709,284,479,9,pescatarian,8.44,0,1,0,3209.2
941,549,321,5,pescatarian,7.92,0,0,1,2533.7
952,338,31,1,vegetarian,3.53,0,1,0,1081.4
121,559,44,9,meat,1.13,0,0,1,1694.7
1235,347,264,5,vegan,2.06,0,1,0,2034.6
1180,186,29,7,pescatarian,8.9,1,0,0,2113.3
1189,425,83,5,pescatarian,8.53,0,0,1,2056.0
941,136,165,3,meat,3.66,0,0,1,1806.8
197,468,315,3,pescatarian,3.57,0,1,0,1754.9
1267,248,0,8,vegetarian,8.14,0,0,1,2014.9
534,512,248,5,meat,9.44,0,0,0,2512.6
736,486,260,7,vegan,8.01,0,0,0,2364.3
1209,359,62,7,vegetarian,6.45,1,0,1,1939.7
687,330,482,6,vegan,3.18,1,0,0,2456.5
443,372,163,2,vegan,5.73,0,0,1,1227.1
1417,201,320,9,pescatarian,3.1,1,0,0,2873.8
670,351,333,0,vegetarian,8.27,0,0,0,1886.3
710,327,200,4,vegetarian,4.48,1,0,0,1727.1
342,57,221,9,meat,8.5,0,1,0,2515.6
660,284,151,9,vegetarian,4.43,0,0,1,2014.2
1059,351,131,1,meat,8.42,0,0,0,1983.3
131,87,113,9,vegetarian,4.0,1,0,1,1524.1
490,185,461,1,vegan,4.96,1,0,0,1851.0
376,470,216,6,meat,6.54,0,0,0,2296.0
631,268,195,2,vegetarian,1.63,0,0,1,1264.9
1277,397,280,7,meat,9.53,1,0,0,3084.1
482,595,201,8,pescatarian,6.16,0,1,0,2280.0
1191,128,482,7,pescatarian,5.57,0,1,1,2967.4
983,322,134,5,meat,8.55,0,1,0,2300.6
313,210,233,4,meat,8.79,1,0,0,2091.5
475,357,140,2,vegan,5.7,1,0,0,1229.6
843,423,195,2,vegetarian,9.35,0,1,1,1753.4
312,58,497,6,pescatarian,1.58,0,1,1,2244.9
178,493,42,4,pescatarian,2.02,1,0,1,992.9
727,162,56,5,vegetarian,6.37,0,0,1,1470.6
703,254,419,5,pescatarian,4.19,0,1,1,2334.7
881,454,141,8,pescatarian,5.18,0,1,1,2138.2
1100,246,209,0,meat,3.95,0,1,1,1693.8
779,164,71,7,pescatarian,4.64,1,1,1,1648.2
157,170,223,9,pescatarian,8.4,0,0,0,2307.0
1149,114,26,4,pescatarian,6.34,0,1,1,1540.7
980,325,127,5,vegetarian,9.98,0,1,0,2054.0
546,288,105,5,vegan,8.08,1,0,0,1575.9
165,351,164,0,meat,3.46,1,1,0,1170.8
1377,441,214,2,vegan,3.38,1,1,0,1724.8
1167,571,70,5,pescatarian,4.02,0,1,0,1880.8
1220,418,203,8,pescatarian,8.59,0,0,1,2672.4
1111,282,152,5,pescatarian,1.25,0,0,1,1782.6
326,244,66,5,vegan,3.07,1,1,0,1054.7
873,61,89,0,vegetarian,9.14,1,0,1,1184.3
778,226,259,8,vegetarian,6.76,0,0,1,2342.3
700,266,361,3,meat,3.04,0,1,1,2134.3
478,60,227,1,vegan,2.97,1,0,1,1023.0
1301,495,78,0,vegetarian,8.76,0,1,1,1482.0
808,213,95,2,meat,9.04,0,0,0,1857.4
406,102,348,2,pescatarian,3.31,0,1,0,1719.1
878,267,329,4,pescatarian,4.78,1,0,0,2230.6
603,409,468,0,meat,8.51,0,0,0,2519.7
367,434,381,6,vegetarian,7.94,1,1,0,2363.2
107,105,245,0,vegan,8.33,0,1,1,1064.0
607,167,271,3,meat,5.67,1,1,1,1914.6
575,302,494,5,vegetarian,9.2,1,1,0,2673.1
1420,229,402,0,meat,3.93,1,0,0,2430.2
263,464,156,6,vegetarian,2.41,0,0,1,1481.2
584,284,115,9,pescatarian,7.38,0,1,1,2083.7
1195,129,434,6,meat,5.85,0,0,0,3113.7
666,71,17,2,vegan,8.69,1,1,0,1031.3
1004,526,441,3,meat,1.73,1,0,1,2498.8
658,489,171,5,pescatarian,8.59,0,1,1,1982.7
337,142,15,6,pescatarian,3.64,1,0,0,1280.6
1227,241,448,3,vegetarian,6.89,1,1,1,2450.3
1333,152,239,9,pescatarian,1.36,0,0,1,2477.6
653,445,385,8,vegetarian,6.49,1,0,0,2697.0
927,56,55,8,pescatarian,7.46,0,1,1,1940.8
567,280,78,8,vegetarian,4.32,0,0,0,1778.5
1391,289,102,9,vegan,2.94,1,0,1,2034.2
485,139,283,5,vegetarian,5.84,0,1,0,1933.7
874,281,192,1,vegetarian,8.5,1,1,1,1526.3
947,506,4,1,vegan,3.91,0,1,1,880.8
486,282,105,3,vegetarian,3.27,0,1,0,1203.6
976,403,277,8,vegetarian,3.51,0,0,0,2476.9
358,382,372,2,vegan,9.54,0,1,1,1850.6
382,488,99,5,pescatarian,4.23,0,1,0,1546.4
